0.020000	0.002618
0.021000	0.003080
0.022000	0.003003
0.023000	0.002951
0.024000	0.002996
0.025000	0.002600
0.026000	0.003056
0.027000	0.003202
0.028000	0.002884
0.029000	0.003033
0.030000	0.002828
0.031000	0.003218
0.032000	0.003293
0.033000	0.003014
0.034000	0.003585
0.035000	0.002688
0.036000	0.002660
0.037000	0.003597
0.038000	0.003035
0.039000	0.003570
0.040000	0.002547
0.041000	0.002593
0.042000	0.003901
0.043000	0.003587
0.044000	0.003060
0.045000	0.003914
0.046000	0.002997
0.047000	0.003533
0.048000	0.003927
0.049000	0.004179
0.050000	0.002517
0.051000	0.004258
0.052000	0.004086
0.053000	0.003771
0.054000	0.003314
0.055000	0.002715
0.056000	0.003961
0.057000	0.003114
0.058000	0.004182
0.059000	0.003087
0.060000	0.003978
0.061000	0.002634
0.062000	0.003348
0.063000	0.003991
0.064000	0.004681
0.065000	0.002757
0.066000	0.003152
0.067000	0.003476
0.068000	0.003729
0.069000	0.003915
0.070000	0.004063
0.071000	0.004123
0.072000	0.004094
0.073000	0.003976
0.074000	0.003769
0.075000	0.003511
0.076000	0.003195
0.077000	0.002808
0.078000	0.005516
0.079000	0.004911
0.080000	0.004216
0.081000	0.003431
0.082000	0.002722
0.083000	0.005283
0.084000	0.004278
0.085000	0.003198
0.086000	0.005816
0.087000	0.004590
0.088000	0.003271
0.089000	0.005818
0.090000	0.004370
0.091000	0.002868
0.092000	0.005289
0.093000	0.003615
0.094000	0.006028
0.095000	0.004225
0.096000	0.006590
0.097000	0.004656
0.098000	0.006974
0.099000	0.004909
0.100000	0.002741
0.101000	0.004984
0.102000	0.007213
0.103000	0.004882
0.104000	0.007067
0.105000	0.004602
0.106000	0.006745
0.107000	0.004143
0.108000	0.006246
0.109000	0.003505
0.110000	0.005568
0.111000	0.007617
0.112000	0.004710
0.113000	0.006722
0.114000	0.003672
0.115000	0.005646
0.116000	0.007633
0.117000	0.004387
0.118000	0.006313
0.119000	0.008311
0.120000	0.004835
0.121000	0.006730
0.122000	0.003171
0.123000	0.005015
0.124000	0.006897
0.125000	0.003128
0.126000	0.004928
0.127000	0.006785
0.128000	0.008672
0.129000	0.004575
0.130000	0.006391
0.131000	0.008235
0.132000	0.003952
0.133000	0.005714
0.134000	0.007518
0.135000	0.009308
0.136000	0.004753
0.137000	0.006518
0.138000	0.008269
0.139000	0.003525
0.140000	0.005230
0.141000	0.006944
0.142000	0.008646
0.143000	0.003650
0.144000	0.005329
0.145000	0.006997
0.146000	0.008652
0.147000	0.010295
0.148000	0.005052
0.149000	0.006675
0.150000	0.008286
0.151000	0.009887
0.152000	0.004396
0.153000	0.005977
0.154000	0.007547
0.155000	0.009106
0.156000	0.010655
0.157000	0.004899
0.158000	0.006430
0.159000	0.007951
0.160000	0.009461
0.161000	0.010962
0.162000	0.004930
0.163000	0.006414
0.164000	0.007888
0.165000	0.009354
0.166000	0.010809
0.167000	0.004488
0.168000	0.005928
0.169000	0.007359
0.170000	0.008782
0.171000	0.010195
0.172000	0.011600
0.173000	0.004969
0.174000	0.006360
0.175000	0.007742
0.176000	0.009116
