0.500000	0.550000	0.600000	0.650000	0.700000	exact
0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
0.001953	 0.000461	 0.010078	 0.000000	 0.000000	 0.003922
0.011719	 0.024953	 -0.010078	 0.031864	 0.057648	 0.011264
0.021484	 0.010775	 0.090699	 -0.053925	 -0.148238	 0.026817
0.065430	 0.112208	 -0.051508	 0.273393	 0.576480	 0.057770
0.109375	 0.078208	 0.335923	 -0.280645	 -0.882368	 0.113844
0.226562	 0.312465	 -0.043297	 0.854097	 1.877342	 0.205903
0.343750	 0.299579	 0.689431	 -0.397425	 -1.658563	 0.342782
0.548828	 0.625453	 0.277614	 1.266023	 2.510259	 0.527089
0.753906	 0.731686	 0.934129	 0.329263	 -0.424761	 0.751830
1.000000	 1.000000	 1.000000	 1.000000	 1.000000	 1.000000
