0.100000	0.200000	0.300000	0.400000	0.500000	
0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.000505	 0.000156	 0.000128	 0.000085	 0.001969	 
0.001080	 0.000459	 0.000639	 0.000816	 0.000455	 
0.001726	 0.001044	 0.001920	 0.002857	 0.005333	 
0.002336	 0.001984	 0.004214	 0.006549	 0.007660	 
0.002728	 0.003184	 0.007332	 0.011596	 0.004469	 
0.002741	 0.004312	 0.010409	 0.016506	 0.020660	 
0.002339	 0.004844	 0.012027	 0.019077	 0.000968	 
0.001643	 0.004299	 0.010850	 0.017163	 0.021739	 
0.000827	 0.002549	 0.006490	 0.010256	 0.002077	 
0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
